´úÂë,½»Ò×Ëù,Ãû³Æ,´úÂë2,²úÆ·´úÂë,²úÆ·ÀàÐÍ,½»¸îÄê·Ý,½»¸îÔÂ·Ý,ºÏÔ¼³ËÊý,PriceTick,´´½¨ÈÕ,ÉÏÊÐÈÕ,µ½ÆÚÈÕ,¿ªÊ¼½»¸îÈÕ,½áÊø½»¸îÈÕ,ºÏÔ¼ÖÜÆÚ×´Ì¬,ÊÇ·ñ½»Ò×,³Ö²ÖÀàÐÍ,³Ö²ÖÈÕÆÚÀàÐÍ,±êµÄ´úÂë,Ö´ÐÐ¼Û,ÆÚÈ¨ÀàÐÍ
cu2007C46000,SHFE,cu2007C46000,cu2007C46000,cu_o,2,2020,6,5,1.0000,20190716,20190716,20200624,20200624,20200624,1,1,2,1,cu2007,46000.0000,1 
cu2007C47000,SHFE,cu2007C47000,cu2007C47000,cu_o,2,2020,6,5,1.0000,20190716,20190716,20200624,20200624,20200624,1,1,2,1,cu2007,47000.0000,1 
cu2007C48000,SHFE,cu2007C48000,cu2007C48000,cu_o,2,2020,6,5,1.0000,20190716,20190716,20200624,20200624,20200624,1,1,2,1,cu2007,48000.0000,1 
cu2007C49000,SHFE,cu2007C49000,cu2007C49000,cu_o,2,2020,6,5,1.0000,20190716,20190716,20200624,20200624,20200624,1,1,2,1,cu2007,49000.0000,1 
cu2007C50000,SHFE,cu2007C50000,cu2007C50000,cu_o,2,2020,6,5,1.0000,20190716,20190716,20200624,20200624,20200624,1,1,2,1,cu2007,50000.0000,1 
cu2007C51000,SHFE,cu2007C51000,cu2007C51000,cu_o,2,2020,6,5,1.0000,20190716,20190716,20200624,20200624,20200624,1,1,2,1,cu2007,51000.0000,1 
cu2007C52000,SHFE,cu2007C52000,cu2007C52000,cu_o,2,2020,6,5,1.0000,20190716,20190716,20200624,20200624,20200624,1,1,2,1,cu2007,52000.0000,1 
cu2007C53000,SHFE,cu2007C53000,cu2007C53000,cu_o,2,2020,6,5,1.0000,20190716,20190716,20200624,20200624,20200624,1,1,2,1,cu2007,53000.0000,1 
cu2007P42000,SHFE,cu2007P42000,cu2007P42000,cu_o,2,2020,6,5,1.0000,20190716,20190716,20200624,20200624,20200624,1,1,2,1,cu2007,42000.0000,2 
cu2007P43000,SHFE,cu2007P43000,cu2007P43000,cu_o,2,2020,6,5,1.0000,20190716,20190716,20200624,20200624,20200624,1,1,2,1,cu2007,43000.0000,2 
cu2007P44000,SHFE,cu2007P44000,cu2007P44000,cu_o,2,2020,6,5,1.0000,20190716,20190716,20200624,20200624,20200624,1,1,2,1,cu2007,44000.0000,2 
cu2007P45000,SHFE,cu2007P45000,cu2007P45000,cu_o,2,2020,6,5,1.0000,20190716,20190716,20200624,20200624,20200624,1,1,2,1,cu2007,45000.0000,2 
cu2007P46000,SHFE,cu2007P46000,cu2007P46000,cu_o,2,2020,6,5,1.0000,20190716,20190716,20200624,20200624,20200624,1,1,2,1,cu2007,46000.0000,2 
cu2007P47000,SHFE,cu2007P47000,cu2007P47000,cu_o,2,2020,6,5,1.0000,20190716,20190716,20200624,20200624,20200624,1,1,2,1,cu2007,47000.0000,2 
cu2007P48000,SHFE,cu2007P48000,cu2007P48000,cu_o,2,2020,6,5,1.0000,20190716,20190716,20200624,20200624,20200624,1,1,2,1,cu2007,48000.0000,2 
cu2007P49000,SHFE,cu2007P49000,cu2007P49000,cu_o,2,2020,6,5,1.0000,20190716,20190716,20200624,20200624,20200624,1,1,2,1,cu2007,49000.0000,2 
cu2007P50000,SHFE,cu2007P50000,cu2007P50000,cu_o,2,2020,6,5,1.0000,20190716,20190716,20200624,20200624,20200624,1,1,2,1,cu2007,50000.0000,2 
cu2007P51000,SHFE,cu2007P51000,cu2007P51000,cu_o,2,2020,6,5,1.0000,20190716,20190716,20200624,20200624,20200624,1,1,2,1,cu2007,51000.0000,2 
cu2007P52000,SHFE,cu2007P52000,cu2007P52000,cu_o,2,2020,6,5,1.0000,20190716,20190716,20200624,20200624,20200624,1,1,2,1,cu2007,52000.0000,2 
cu2007P53000,SHFE,cu2007P53000,cu2007P53000,cu_o,2,2020,6,5,1.0000,20190716,20190716,20200624,20200624,20200624,1,1,2,1,cu2007,53000.0000,2 
cuefp,SHFE,cuefp,cuefp,cuefp,5,2037,12,5,10.0000,20060724,20060724,20371231,20371231,20371231,1,1,2,1,cu,0.0000,0 
fu1909,SHFE,È¼ÁÏÓÍ1909,fu1909,fu,1,2019,9,10,1.0000,20180801,20180903,20190830,20190902,20190906,1,1,2,1,,0.0000,0 
fu1910,SHFE,È¼ÁÏÓÍ1910,fu1910,fu,1,2019,10,10,1.0000,20180903,20181008,20190923,20190924,20190930,1,1,2,1,,0.0000,0 
fu1911,SHFE,È¼ÁÏÓÍ1911,fu1911,fu,1,2019,11,10,1.0000,20181008,20181101,20191031,20191101,20191107,1,1,2,1,,0.0000,0 
fu1912,SHFE,È¼ÁÏÓÍ1912,fu1912,fu,1,2019,12,10,1.0000,20181101,20181203,20191129,20191202,20191206,1,1,2,1,,0.0000,0 
fu2001,SHFE,È¼ÁÏÓÍ2001,fu2001,fu,1,2020,1,10,1.0000,20181203,20190102,20191220,20191223,20191227,1,1,2,1,,0.0000,0 
fu2002,SHFE,È¼ÁÏÓÍ2002,fu2002,fu,1,2020,2,10,1.0000,20190102,20190128,20200116,20200117,20200123,1,1,2,1,,0.0000,0 
fu2003,SHFE,È¼ÁÏÓÍ2003,fu2003,fu,1,2020,3,10,1.0000,20190201,20190301,20200228,20200302,20200306,1,1,2,1,,0.0000,0 
fu2004,SHFE,È¼ÁÏÓÍ2004,fu2004,fu,1,2020,4,10,1.0000,20190301,20190401,20200331,20200401,20200407,1,1,2,1,,0.0000,0 
fu2005,SHFE,È¼ÁÏÓÍ2005,fu2005,fu,1,2020,5,10,1.0000,20190401,20190506,20200430,20200508,20200514,1,1,2,1,,0.0000,0 
fu2006,SHFE,È¼ÁÏÓÍ2006,fu2006,fu,1,2020,6,10,1.0000,20190506,20190603,20200529,20200601,20200605,1,1,2,1,,0.0000,0 
fu2007,SHFE,È¼ÁÏÓÍ2007,fu2007,fu,1,2020,7,10,1.0000,20190603,20190701,20200630,20200701,20200707,1,1,2,1,,0.0000,0 
fu2008,SHFE,È¼ÁÏÓÍ2008,fu2008,fu,1,2020,8,10,1.0000,20190701,20190801,20200731,20200803,20200807,1,1,2,1,,0.0000,0 
fuefp,SHFE,fuefp,fuefp,fuefp,5,2037,12,10,1.0000,20060724,20180716,20371231,20371231,20371231,1,1,2,1,fu,0.0000,0 
hc1908,SHFE,ÈÈÔþ¾í°å1908,hc1908,hc,1,2019,8,10,1.0000,20180716,20180816,20190815,20190816,20190822,1,1,2,1,,0.0000,0 
hc1909,SHFE,ÈÈÔþ¾í°å1909,hc1909,hc,1,2019,9,10,1.0000,20180816,20180918,20190916,20190917,20190923,1,1,2,1,,0.0000,0 
hc1910,SHFE,ÈÈÔþ¾í°å1910,hc1910,hc,1,2019,10,10,1.0000,20180912,20181016,20191015,20191016,20191022,1,1,2,1,,0.0000,0 
hc1911,SHFE,ÈÈÔþ¾í°å1911,hc1911,hc,1,2019,11,10,1.0000,20181016,20181116,20191115,20191118,20191122,1,1,2,1,,0.0000,0 
hc1912,SHFE,ÈÈÔþ¾í°å1912,hc1912,hc,1,2019,12,10,1.0000,20181115,20181218,20191216,20191217,20191223,1,1,2,1,,0.0000,0 
hc2001,SHFE,ÈÈÔþ¾í°å2001,hc2001,hc,1,2020,1,10,1.0000,20181213,20190116,20200115,20200116,20200122,1,1,2,1,,0.0000,0 
hc2002,SHFE,ÈÈÔþ¾í°å2002,hc2002,hc,1,2020,2,10,1.0000,20190116,20190218,20200217,20200218,20200224,1,1,2,1,,0.0000,0 
hc2003,SHFE,ÈÈÔþ¾í°å2003,hc2003,hc,1,2020,3,10,1.0000,20190213,20190318,20200316,20200317,20200323,1,1,2,1,,0.0000,0 
hc2004,SHFE,ÈÈÔþ¾í°å2004,hc2004,hc,1,2020,4,10,1.0000,20190314,20190416,20200415,20200416,20200422,1,1,2,1,,0.0000,0 
hc2005,SHFE,ÈÈÔþ¾í°å2005,hc2005,hc,1,2020,5,10,1.0000,20190415,20190516,20200515,20200518,20200522,1,1,2,1,,0.0000,0 
hc2006,SHFE,ÈÈÔþ¾í°å2006,hc2006,hc,1,2020,6,10,1.0000,20190516,20190618,20200615,20200616,20200622,1,1,2,1,,0.0000,0 
hc2007,SHFE,ÈÈÔþ¾í°å2007,hc2007,hc,1,2020,7,10,1.0000,20190613,20190716,20200715,20200716,20200722,1,1,2,1,,0.0000,0 
hcefp,SHFE,hcefp,hcefp,hcefp,5,2037,12,10,1.0000,20140307,20140321,20371231,20371231,20371231,1,1,2,1,hc,0.0000,0 
ni1908,SHFE,Äø1908,ni1908,ni,1,2019,8,1,10.0000,20180716,20180816,20190815,20190816,20190822,1,1,2,1,,0.0000,0 
ni1909,SHFE,Äø1909,ni1909,ni,1,2019,9,1,10.0000,20180816,20180918,20190916,20190917,20190923,1,1,2,1,,0.0000,0 
ni1910,SHFE,Äø1910,ni1910,ni,1,2019,10,1,10.0000,20180912,20181016,20191015,20191016,20191022,1,1,2,1,,0.0000,0 
ni1911,SHFE,Äø1911,ni1911,ni,1,2019,11,1,10.0000,20181016,20181116,20191115,20191118,20191122,1,1,2,1,,0.0000,0 
ni1912,SHFE,Äø1912,ni1912,ni,1,2019,12,1,10.0000,20181115,20181218,20191216,20191217,20191223,1,1,2,1,,0.0000,0 
ni2001,SHFE,Äø2001,ni2001,ni,1,2020,1,1,10.0000,20181213,20190116,20200115,20200116,20200122,1,1,2,1,,0.0000,0 
ni2002,SHFE,Äø2002,ni2002,ni,1,2020,2,1,10.0000,20190116,20190218,20200217,20200218,20200224,1,1,2,1,,0.0000,0 
ni2003,SHFE,Äø2003,ni2003,ni,1,2020,3,1,10.0000,20190213,20190318,20200316,20200317,20200323,1,1,2,1,,0.0000,0 
ni2004,SHFE,Äø2004,ni2004,ni,1,2020,4,1,10.0000,20190314,20190416,20200415,20200416,20200422,1,1,2,1,,0.0000,0 
ni2005,SHFE,Äø2005,ni2005,ni,1,2020,5,1,10.0000,20190415,20190516,20200515,20200518,20200522,1,1,2,1,,0.0000,0 
ni2006,SHFE,Äø2006,ni2006,ni,1,2020,6,1,10.0000,20190516,20190618,20200615,20200616,20200622,1,1,2,1,,0.0000,0 
ni2007,SHFE,Äø2007,ni2007,ni,1,2020,7,1,10.0000,20190613,20190716,20200715,20200716,20200722,1,1,2,1,,0.0000,0 
niefp,SHFE,niefp,niefp,niefp,5,2037,12,1,10.0000,20150313,20150327,20371231,20371231,20371231,1,1,2,1,ni,0.0000,0 
pb1908,SHFE,Ç¦1908,pb1908,pb,1,2019,8,5,5.0000,20180716,20180816,20190815,20190816,20190822,1,1,2,1,,0.0000,0 
pb1909,SHFE,Ç¦1909,pb1909,pb,1,2019,9,5,5.0000,20180816,20180918,20190916,20190917,20190923,1,1,2,1,,0.0000,0 
pb1910,SHFE,Ç¦1910,pb1910,pb,1,2019,10,5,5.0000,20180912,20181016,20191015,20191016,20191022,1,1,2,1,,0.0000,0 
pb1911,SHFE,Ç¦1911,pb1911,pb,1,2019,11,5,5.0000,20181016,20181116,20191115,20191118,20191122,1,1,2,1,,0.0000,0 
pb1912,SHFE,Ç¦1912,pb1912,pb,1,2019,12,5,5.0000,20181115,20181218,20191216,20191217,20191223,1,1,2,1,,0.0000,0 
pb2001,SHFE,Ç¦2001,pb2001,pb,1,2020,1,5,5.0000,20181213,20190116,20200115,20200116,20200122,1,1,2,1,,0.0000,0 
pb2002,SHFE,Ç¦2002,pb2002,pb,1,2020,2,5,5.0000,20190116,20190218,20200217,20200218,20200224,1,1,2,1,,0.0000,0 
pb2003,SHFE,Ç¦2003,pb2003,pb,1,2020,3,5,5.0000,20190213,20190318,20200316,20200317,20200323,1,1,2,1,,0.0000,0 
pb2004,SHFE,Ç¦2004,pb2004,pb,1,2020,4,5,5.0000,20190314,20190416,20200415,20200416,20200422,1,1,2,1,,0.0000,0 
pb2005,SHFE,Ç¦2005,pb2005,pb,1,2020,5,5,5.0000,20190415,20190516,20200515,20200518,20200522,1,1,2,1,,0.0000,0 
pb2006,SHFE,Ç¦2006,pb2006,pb,1,2020,6,5,5.0000,20190516,20190618,20200615,20200616,20200622,1,1,2,1,,0.0000,0 
pb2007,SHFE,Ç¦2007,pb2007,pb,1,2020,7,5,5.0000,20190613,20190716,20200715,20200716,20200722,1,1,2,1,,0.0000,0 
pbefp,SHFE,pbefp,pbefp,pbefp,5,2037,12,5,5.0000,20100901,20110324,20371231,20371231,20371231,1,1,2,1,pb,0.0000,0 
rb1908,SHFE,ÂÝÎÆ¸Ö1908,rb1908,rb,1,2019,8,10,1.0000,20180716,20180816,20190815,20190816,20190822,1,1,2,1,,0.0000,0 
rb1909,SHFE,ÂÝÎÆ¸Ö1909,rb1909,rb,1,2019,9,10,1.0000,20180816,20180918,20190916,20190917,20190923,1,1,2,1,,0.0000,0 
rb1910,SHFE,ÂÝÎÆ¸Ö1910,rb1910,rb,1,2019,10,10,1.0000,20180912,20181016,20191015,20191016,20191022,1,1,2,1,,0.0000,0 
rb1911,SHFE,ÂÝÎÆ¸Ö1911,rb1911,rb,1,2019,11,10,1.0000,20181016,20181116,20191115,20191118,20191122,1,1,2,1,,0.0000,0 
rb1912,SHFE,ÂÝÎÆ¸Ö1912,rb1912,rb,1,2019,12,10,1.0000,20181115,20181218,20191216,20191217,20191223,1,1,2,1,,0.0000,0 
rb2001,SHFE,ÂÝÎÆ¸Ö2001,rb2001,rb,1,2020,1,10,1.0000,20181213,20190116,20200115,20200116,20200122,1,1,2,1,,0.0000,0 
rb2002,SHFE,ÂÝÎÆ¸Ö2002,rb2002,rb,1,2020,2,10,1.0000,20190116,20190218,20200217,20200218,20200224,1,1,2,1,,0.0000,0 
rb2003,SHFE,ÂÝÎÆ¸Ö2003,rb2003,rb,1,2020,3,10,1.0000,20190213,20190318,20200316,20200317,20200323,1,1,2,1,,0.0000,0 
rb2004,SHFE,ÂÝÎÆ¸Ö2004,rb2004,rb,1,2020,4,10,1.0000,20190314,20190416,20200415,20200416,20200422,1,1,2,1,,0.0000,0 
rb2005,SHFE,ÂÝÎÆ¸Ö2005,rb2005,rb,1,2020,5,10,1.0000,20190415,20190516,20200515,20200518,20200522,1,1,2,1,,0.0000,0 
rb2006,SHFE,ÂÝÎÆ¸Ö2006,rb2006,rb,1,2020,6,10,1.0000,20190516,20190618,20200615,20200616,20200622,1,1,2,1,,0.0000,0 
rb2007,SHFE,ÂÝÎÆ¸Ö2007,rb2007,rb,1,2020,7,10,1.0000,20190613,20190716,20200715,20200716,20200722,1,1,2,1,,0.0000,0 
rbefp,SHFE,rbefp,rbefp,rbefp,5,2037,12,10,1.0000,20090209,20090327,20371231,20371231,20371231,1,1,2,1,rb,0.0000,0 
ru1908,SHFE,ÌìÈ»Ïð½º1908,ru1908,ru,1,2019,8,10,5.0000,20180716,20180816,20190815,20190816,20190822,1,1,2,1,,0.0000,0 
ru1909,SHFE,ÌìÈ»Ïð½º1909,ru1909,ru,1,2019,9,10,5.0000,20180816,20180918,20190916,20190917,20190923,1,1,2,1,,0.0000,0 
ru1909C10000,SHFE,ru1909C10000,ru1909C10000,ru_o,2,2019,8,10,1.0000,20190201,20190201,20190826,20190201,20190826,1,1,2,1,ru1909,10000.0000,1 
ru1909C10250,SHFE,ru1909C10250,ru1909C10250,ru_o,2,2019,8,10,1.0000,20190201,20190201,20190826,20190201,20190826,1,1,2,1,ru1909,10250.0000,1 
ru1909C10500,SHFE,ru1909C10500,ru1909C10500,ru_o,2,2019,8,10,1.0000,20190128,20190128,20190826,20190128,20190826,1,1,2,1,ru1909,10500.0000,1 
ru1909C10750,SHFE,ru1909C10750,ru1909C10750,ru_o,2,2019,8,10,1.0000,20190128,20190128,20190826,20190128,20190826,1,1,2,1,ru1909,10750.0000,1 
ru1909C11000,SHFE,ru1909C11000,ru1909C11000,ru_o,2,2019,8,10,1.0000,20190128,20190128,20190826,20190128,20190826,1,1,2,1,ru1909,11000.0000,1 
ru1909C11250,SHFE,ru1909C11250,ru1909C11250,ru_o,2,2019,8,10,1.0000,20190128,20190128,20190826,20190128,20190826,1,1,2,1,ru1909,11250.0000,1 
ru1909C11500,SHFE,ru1909C11500,ru1909C11500,ru_o,2,2019,8,10,1.0000,20190128,20190128,20190826,20190128,20190826,1,1,2,1,ru1909,11500.0000,1 
ru1909C11750,SHFE,ru1909C11750,ru1909C11750,ru_o,2,2019,8,10,1.0000,20190128,20190128,20190826,20190128,20190826,1,1,2,1,ru1909,11750.0000,1 
ru1909C12000,SHFE,ru1909C12000,ru1909C12000,ru_o,2,2019,8,10,1.0000,20190128,20190128,20190826,20190128,20190826,1,1,2,1,ru1909,12000.0000,1 
ru1909C12250,SHFE,ru1909C12250,ru1909C12250,ru_o,2,2019,8,10,1.0000,20190128,20190128,20190826,20190128,20190826,1,1,2,1,ru1909,12250.0000,1 
ru1909C12500,SHFE,ru1909C12500,ru1909C12500,ru_o,2,2019,8,10,1.0000,20190128,20190128,20190826,20190128,20190826,1,1,2,1,ru1909,12500.0000,1 
ru1909C12750,SHFE,ru1909C12750,ru1909C12750,ru_o,2,2019,8,10,1.0000,20190128,20190128,20190826,20190128,20190826,1,1,2,1,ru1909,12750.0000,1 
ru1909C13000,SHFE,ru1909C13000,ru1909C13000,ru_o,2,2019,8,10,1.0000,20190128,20190128,20190826,20190128,20190826,1,1,2,1,ru1909,13000.0000,1 
ru1909C13250,SHFE,ru1909C13250,ru1909C13250,ru_o,2,2019,8,10,1.0000,20190128,20190128,20190826,20190128,20190826,1,1,2,1,ru1909,13250.0000,1 
ru1909C13500,SHFE,ru1909C13500,ru1909C13500,ru_o,2,2019,8,10,1.0000,20190211,20190211,20190826,20190211,20190826,1,1,2,1,ru1909,13500.0000,1 
ru1909C13750,SHFE,ru1909C13750,ru1909C13750,ru_o,2,2019,8,10,1.0000,20190220,20190220,20190826,20190220,20190826,1,1,2,1,ru1909,13750.0000,1 
ru1909C14000,SHFE,ru1909C14000,ru1909C14000,ru_o,2,2019,8,10,1.0000,20190221,20190221,20190826,20190221,20190826,1,1,2,1,ru1909,14000.0000,1 
ru1909C14250,SHFE,ru1909C14250,ru1909C14250,ru_o,2,2019,8,10,1.0000,20190226,20190226,20190826,20190226,20190826,1,1,2,1,ru1909,14250.0000,1 
ru1909C14500,SHFE,ru1909C14500,ru1909C14500,ru_o,2,2019,8,10,1.0000,20190226,20190226,20190826,20190226,20190826,1,1,2,1,ru1909,14500.0000,1 
ru1909C9200,SHFE,ru1909C9200,ru1909C9200,ru_o,2,2019,8,10,1.0000,20190806,20190806,20190826,20190806,20190826,1,1,2,1,ru1909,9200.0000,1 
ru1909C9300,SHFE,ru1909C9300,ru1909C9300,ru_o,2,2019,8,10,1.0000,20190805,20190805,20190826,20190805,20190826,1,1,2,1,ru1909,9300.0000,1 
ru1909C9400,SHFE,ru1909C9400,ru1909C9400,ru_o,2,2019,8,10,1.0000,20190717,20190717,20190826,20190717,20190826,1,1,2,1,ru1909,9400.0000,1 
ru1909C9500,SHFE,ru1909C9500,ru1909C9500,ru_o,2,2019,8,10,1.0000,20190711,20190711,20190826,20190711,20190826,1,1,2,1,ru1909,9500.0000,1 
ru1909C9600,SHFE,ru1909C9600,ru1909C9600,ru_o,2,2019,8,10,1.0000,20190710,20190710,20190826,20190710,20190826,1,1,2,1,ru1909,9600.0000,1 
ru1909C9700,SHFE,ru1909C9700,ru1909C9700,ru_o,2,2019,8,10,1.0000,20190710,20190710,20190826,20190710,20190826,1,1,2,1,ru1909,9700.0000,1 
ru1909C9800,SHFE,ru1909C9800,ru1909C9800,ru_o,2,2019,8,10,1.0000,20190710,20190710,20190826,20190710,20190826,1,1,2,1,ru1909,9800.0000,1 
ru1909C9900,SHFE,ru1909C9900,ru1909C9900,ru_o,2,2019,8,10,1.0000,20190430,20190430,20190826,20190430,20190826,1,1,2,1,ru1909,9900.0000,1 
ru1909P10000,SHFE,ru1909P10000,ru1909P10000,ru_o,2,2019,8,10,1.0000,20190201,20190201,20190826,20190201,20190826,1,1,2,1,ru1909,10000.0000,2 
ru1909P10250,SHFE,ru1909P10250,ru1909P10250,ru_o,2,2019,8,10,1.0000,20190201,20190201,20190826,20190201,20190826,1,1,2,1,ru1909,10250.0000,2 
ru1909P10500,SHFE,ru1909P10500,ru1909P10500,ru_o,2,2019,8,10,1.0000,20190128,20190128,20190826,20190128,20190826,1,1,2,1,ru1909,10500.0000,2 
ru1909P10750,SHFE,ru1909P10750,ru1909P10750,ru_o,2,2019,8,10,1.0000,20190128,20190128,20190826,20190128,20190826,1,1,2,1,ru1909,10750.0000,2 
ru1909P11000,SHFE,ru1909P11000,ru1909P11000,ru_o,2,2019,8,10,1.0000,20190128,20190128,20190826,20190128,20190826,1,1,2,1,ru1909,11000.0000,2 
ru1909P11250,SHFE,ru1909P11250,ru1909P11250,ru_o,2,2019,8,10,1.0000,20190128,20190128,20190826,20190128,20190826,1,1,2,1,ru1909,11250.0000,2 
ru1909P11500,SHFE,ru1909P11500,ru1909P11500,ru_o,2,2019,8,10,1.0000,20190128,20190128,20190826,20190128,20190826,1,1,2,1,ru1909,11500.0000,2 
ru1909P11750,SHFE,ru1909P11750,ru1909P11750,ru_o,2,2019,8,10,1.0000,20190128,20190128,20190826,20190128,20190826,1,1,2,1,ru1909,11750.0000,2 
ru1909P12000,SHFE,ru1909P12000,ru1909P12000,ru_o,2,2019,8,10,1.0000,20190128,20190128,20190826,20190128,20190826,1,1,2,1,ru1909,12000.0000,2 
ru1909P12250,SHFE,ru1909P12250,ru1909P12250,ru_o,2,2019,8,10,1.0000,20190128,20190128,20190826,20190128,20190826,1,1,2,1,ru1909,12250.0000,2 
ru1909P12500,SHFE,ru1909P12500,ru1909P12500,ru_o,2,2019,8,10,1.0000,20190128,20190128,20190826,20190128,20190826,1,1,2,1,ru1909,12500.0000,2 
ru1909P12750,SHFE,ru1909P12750,ru1909P12750,ru_o,2,2019,8,10,1.0000,20190128,20190128,20190826,20190128,20190826,1,1,2,1,ru1909,12750.0000,2 
ru1909P13000,SHFE,ru1909P13000,ru1909P13000,ru_o,2,2019,8,10,1.0000,20190128,20190128,20190826,20190128,20190826,1,1,2,1,ru1909,13000.0000,2 
ru1909P13250,SHFE,ru1909P13250,ru1909P13250,ru_o,2,2019,8,10,1.0000,20190128,20190128,20190826,20190128,20190826,1,1,2,1,ru1909,13250.0000,2 
ru1909P13500,SHFE,ru1909P13500,ru1909P13500,ru_o,2,2019,8,10,1.0000,20190211,20190211,20190826,20190211,20190826,1,1,2,1,ru1909,13500.0000,2 
ru1909P13750,SHFE,ru1909P13750,ru1909P13750,ru_o,2,2019,8,10,1.0000,20190220,20190220,20190826,20190220,20190826,1,1,2,1,ru1909,13750.0000,2 
ru1909P14000,SHFE,ru1909P14000,ru1909P14000,ru_o,2,2019,8,10,1.0000,20190221,20190221,20190826,20190221,20190826,1,1,2,1,ru1909,14000.0000,2 
ru1909P14250,SHFE,ru1909P14250,ru1909P14250,ru_o,2,2019,8,10,1.0000,20190226,20190226,20190826,20190226,20190826,1,1,2,1,ru1909,14250.0000,2 
ru1909P14500,SHFE,ru1909P14500,ru1909P14500,ru_o,2,2019,8,10,1.0000,20190226,20190226,20190826,20190226,20190826,1,1,2,1,ru1909,14500.0000,2 
ru1909P9200,SHFE,ru1909P9200,ru1909P9200,ru_o,2,2019,8,10,1.0000,20190806,20190806,20190826,20190806,20190826,1,1,2,1,ru1909,9200.0000,2 
ru1909P9300,SHFE,ru1909P9300,ru1909P9300,ru_o,2,2019,8,10,1.0000,20190805,20190805,20190826,20190805,20190826,1,1,2,1,ru1909,9300.0000,2 
ru1909P9400,SHFE,ru1909P9400,ru1909P9400,ru_o,2,2019,8,10,1.0000,20190717,20190717,20190826,20190717,20190826,1,1,2,1,ru1909,9400.0000,2 
ru1909P9500,SHFE,ru1909P9500,ru1909P9500,ru_o,2,2019,8,10,1.0000,20190711,20190711,20190826,20190711,20190826,1,1,2,1,ru1909,9500.0000,2 
ru1909P9600,SHFE,ru1909P9600,ru1909P9600,ru_o,2,2019,8,10,1.0000,20190710,20190710,20190826,20190710,20190826,1,1,2,1,ru1909,9600.0000,2 
ru1909P9700,SHFE,ru1909P9700,ru1909P9700,ru_o,2,2019,8,10,1.0000,20190710,20190710,20190826,20190710,20190826,1,1,2,1,ru1909,9700.0000,2 
ru1909P9800,SHFE,ru1909P9800,ru1909P9800,ru_o,2,2019,8,10,1.0000,20190710,20190710,20190826,20190710,20190826,1,1,2,1,ru1909,9800.0000,2 
ru1909P9900,SHFE,ru1909P9900,ru1909P9900,ru_o,2,2019,8,10,1.0000,20190430,20190430,20190826,20190430,20190826,1,1,2,1,ru1909,9900.0000,2 
ru1910,SHFE,ÌìÈ»Ïð½º1910,ru1910,ru,1,2019,10,10,5.0000,20180912,20181016,20191015,20191016,20191022,1,1,2,1,,0.0000,0 
ru1910C10000,SHFE,ru1910C10000,ru1910C10000,ru_o,2,2019,9,10,1.0000,20190201,20190201,20190924,20190201,20190924,1,1,2,1,ru1910,10000.0000,1 
ru1910C10250,SHFE,ru1910C10250,ru1910C10250,ru_o,2,2019,9,10,1.0000,20190201,20190201,20190924,20190201,20190924,1,1,2,1,ru1910,10250.0000,1 
ru1910C10500,SHFE,ru1910C10500,ru1910C10500,ru_o,2,2019,9,10,1.0000,20190128,20190128,20190924,20190128,20190924,1,1,2,1,ru1910,10500.0000,1 
ru1910C10750,SHFE,ru1910C10750,ru1910C10750,ru_o,2,2019,9,10,1.0000,20190128,20190128,20190924,20190128,20190924,1,1,2,1,ru1910,10750.0000,1 
ru1910C11000,SHFE,ru1910C11000,ru1910C11000,ru_o,2,2019,9,10,1.0000,20190128,20190128,20190924,20190128,20190924,1,1,2,1,ru1910,11000.0000,1 
ru1910C11250,SHFE,ru1910C11250,ru1910C11250,ru_o,2,2019,9,10,1.0000,20190128,20190128,20190924,20190128,20190924,1,1,2,1,ru1910,11250.0000,1 
ru1910C11500,SHFE,ru1910C11500,ru1910C11500,ru_o,2,2019,9,10,1.0000,20190128,20190128,20190924,20190128,20190924,1,1,2,1,ru1910,11500.0000,1 
ru1910C11750,SHFE,ru1910C11750,ru1910C11750,ru_o,2,2019,9,10,1.0000,20190128,20190128,20190924,20190128,20190924,1,1,2,1,ru1910,11750.0000,1 
ru1910C12000,SHFE,ru1910C12000,ru1910C12000,ru_o,2,2019,9,10,1.0000,20190128,20190128,20190924,20190128,20190924,1,1,2,1,ru1910,12000.0000,1 
ru1910C12250,SHFE,ru1910C12250,ru1910C12250,ru_o,2,2019,9,10,1.0000,20190128,20190128,20190924,20190128,20190924,1,1,2,1,ru1910,12250.0000,1 
ru1910C12500,SHFE,ru1910C12500,ru1910C12500,ru_o,2,2019,9,10,1.0000,20190128,20190128,20190924,20190128,20190924,1,1,2,1,ru1910,12500.0000,1 
ru1910C12750,SHFE,ru1910C12750,ru1910C12750,ru_o,2,2019,9,10,1.0000,20190128,20190128,20190924,20190128,20190924,1,1,2,1,ru1910,12750.0000,1 
ru1910C13000,SHFE,ru1910C13000,ru1910C13000,ru_o,2,2019,9,10,1.0000,20190128,20190128,20190924,20190128,20190924,1,1,2,1,ru1910,13000.0000,1 
ru1910C13250,SHFE,ru1910C13250,ru1910C13250,ru_o,2,2019,9,10,1.0000,20190128,20190128,20190924,20190128,20190924,1,1,2,1,ru1910,13250.0000,1 
ru1910C13500,SHFE,ru1910C13500,ru1910C13500,ru_o,2,2019,9,10,1.0000,20190201,20190201,20190924,20190201,20190924,1,1,2,1,ru1910,13500.0000,1 
